training_data_large
,Title,Topic 1,Topic 2,X.M.._twitter_id
930802,Wow ... https://t.co/awMmet3AwK,6,,9.01908E+17
1247021,smh https://t.co/IGKKgsgnuM,6,,9.04163E+17
745404,@Vaca_19 @jaavi_m1 Pussy,6,,9.00497E+17
1327872,If I didn't read the caption I would've thought this was your wife she beautiful ðŸ˜­ðŸ˜ https://t.co/SQrPJGC0fn,6,,9.04929E+17
1363080,This is a huge problem!! https://t.co/MRAzrIZpOm,6,,9.05263E+17
1065612,You guys. Blue sky in Houston. https://t.co/ShYgtBJBqJ,6,,9.02677E+17
1228682,Someone check on @sackedbybmac longhorns are some #Jabronis,4,,9.04031E+17
1609210,Perfect time to make clown movies.,6,,9.07796E+17
1390920,Gotta keep going you gotta keep going... @ North Houston Texas https://t.co/KCkftL71Qt,1,,9.05554E+17
322597,ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/AH1WvRfl0t,6,,8.9621E+17
503381,@walkerpowell_ Ugh cmon hahah that wasn't me,6,,8.98013E+17
941281,ðŸ“ https://t.co/U9kyMsAVAx,6,,9.01957E+17
1197297,Boss asked me if I wanna work tomorrow night and snag more hours. Uhm YASSSSSS and its with my favorite residents,6,,9.03731E+17
891201,@bambispiice where them hands @ ? i'm finna swim to yo ass,6,,9.0167E+17
946765,This BW8 feeder &amp; Boheme (near Memorial) - crazy. #houstonflooding #houston https://t.co/9KymfQjrOh,6,,9.01978E+17
1862583,Aye bro I think your twitter broke https://t.co/GI5GrxegB5,6,,8.88867E+17
1345909,I'm offended as fuck lmao https://t.co/dwkLxAszj9,6,,9.05146E+17
1014658,#repost fm @manreadymerc #prayforhouston Harvey isn't done yet folks...there's still a lot ofâ€¦ https://t.co/SBLDSQoC7m,1,,9.02357E+17
660657,Thick cheese grits and eggs are my favorite breakfast meal,6,,8.9967E+17
795933,Referring back to my tweet 2 tweets ago ðŸ˜”ðŸ˜³âš°ï¸ðŸ˜‚ https://t.co/4BoiPOouDA,6,,9.00935E+17
1041493,Every. Road. In. Houston. Is. Blocked. https://t.co/iwhONoXfrC,1,,9.02559E+17
1137379,This is old news. https://t.co/SLG3fgqSa8,6,,9.03226E+17
466185,White on white dog whistling !!!! https://t.co/h9hFggLQXH,6,,8.97657E+17
457431,Just posted a photo @ Gringo's Stafford https://t.co/gcaEgrirKm,6,,8.97599E+17
981074,ðŸ’ðŸŒž i dunno how U feel about me now but we used to kinda be friends &amp; i think ur v cute,6,,9.02214E+17
625332,@99_osieL @justnmoreno @ash_armand_ @jessicacevedo_ Can't relate,6,,8.99317E+17
1707817,I'm at Pappasito's Cantina - @pappasitostxmex in Houston TX https://t.co/LgDft8IclY,6,,9.0885E+17
1004301,all a bitch can do is eat take a shower &amp; sleep ðŸ¤·ðŸ½â€â™€ï¸,6,,9.02314E+17
1512769,This eyelash glue bout to ruin my whole mood,6,,9.06867E+17
1628219,I'm so excited for Maddy's birthday...I can't stop planning for her party ðŸ¤—,6,,9.0804E+17
382534,Livest pic from freshman year! Thanks bro https://t.co/ZgxcU77lHr,6,,8.96872E+17
1416518,@ligginssss i feel like issa good substitute for grits.,6,,9.05827E+17
349670,Yall aint finna do shit. They got that shit on lock https://t.co/jbK6benEmB,6,,8.96518E+17
1437145,ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ wow https://t.co/X8K2d6nECi,6,,9.05993E+17
930056,The love and care this man shows towards his employees is unlike any other. Thank you so much @Dhavaljadav02! #houstonflooding,6,,9.01905E+17
193020,#timecrystals #arebeingusedtoreconstructinternet #memory #theyvetookoverâ€¦ https://t.co/GBGygrXwAf,6,,8.94955E+17
516512,Stop it heartYa know he don't want none of thisFire#PoemsByCStar https://t.co/0tIBnrBaUv,6,,8.98185E+17
244786,Blueeeeeeeee!!!!!!@HoustonTexans,4,,8.95437E+17
896138,I didn't want @FloydMayweather to win but you have to admit he's the worlds greatest boxer! Good job @TheNotoriousMMAðŸ‘ŠðŸ¼ #McG,4,,9.01681E+17
1138861,@rainforestbook @KauffmanFDN @Eship We (@stationhouston &amp; @sketchcityhou ) are working on a series of hackathon to develop,6,,9.03251E+17
791037,But this loud ass weed definitely helping.,6,,9.00909E+17
1861533,There are so many things to be thankful to #God. A #peaceful #saturdaymorningIs sure to be one of them to thank for.,6,,8.8883E+17
344662,I count 4 people tossed like a salad just in this pix alone by the vicious act of the driver of the silver Dodge Charger. http,6,,8.96475E+17
33299,#welcometomesiahsworld #SSMG #SSMGclothing #RA4L collection #WeTheMovement #WeTheNow #blessedâ€¦ https://t.co/F3sTqXHlG6,6,,8.93234E+17
1774403,I love hanging around with my straight guy friends cause they treat me like I'm part of the girls. ðŸ˜­ðŸ’ðŸ»â€â™‚ï¸,6,,9.09588E+17
912313,Facts!!!! https://t.co/qiN5J1RGLY,6,,9.01832E+17
1320857,@BybeeDJames @horsefarmwoman You should go @BybeeDJames!ðŸ˜Š,6,,9.04887E+17
655237,Happy Meatless Monday!â€¢I made this nutrient-rich dragonfruit smoothie bowl to start the dayâ€¦ https://t.co/8TmbiEif36,6,,8.99614E+17
1882489,What will come first Love is Rage 2 or Carmelo to the Rockets? ðŸ¤”,6,,8.89717E+17
381965,I wanna go to the movies,6,,8.96868E+17
949744,How much are these girls making per month using patreon?,6,,9.01989E+17
353326,Fuck off https://t.co/TG29e9S0xj,6,,8.96548E+17
1827603,As long as you are president this life-long Reagan conservative will not be voting Republican. https://t.co/PBsYOJ8lxa,2,,8.87406E+17
1769963,@AstrosAssist where is the parking for the store today?,6,,9.09558E+17
489341,@johnlegend State's rights*,6,,8.97912E+17
465513,Dudes ask a question and when I'm straight up they get hurt..y'all get on my nerves,6,,8.97653E+17
806333,Who else knows the evacuation trap and how you can't leave if you don't have money? https://t.co/3lnTYSfhMC,6,,9.01089E+17
834479,Lulu is feeling her Wheaties tonight. Poor Max just wants the tennis ball. https://t.co/bxhcNnxmLI,6,,9.01262E+17
1407103,I want to find this boy he gots mad skillz https://t.co/yVx7zQiYvJ,6,,9.05668E+17
1184136,Today is a big day for Dow - looking forward to the future! #Growth #Opportunity https://t.co/zTnu7FNcr3,6,,9.03631E+17
265526,Lmfaoooo!!! Where they edges tho?ðŸ™ƒðŸ™ƒðŸ™ƒ https://t.co/f5AXXSnve2,6,,8.95673E+17
340927,@CBSBigBrother it's an insult that Paul would say he has psd after playing a fucking game and then play again to man who was i,6,,8.96444E+17
294319,This was quite possibly the worst service I've ever received. That's right Tri-Force/Deathly Hallows tattoos. YOU.  @BourbonSt,6,,8.959E+17
1313451,This is why I never cared to move to Florida. Florida and the northern Caribbean are Hurricane central. Thank God Trini is nea,1,,9.04831E+17
1343808,They had to be all black or the government failed https://t.co/xOnDkhV946,2,,9.05131E+17
1474996,Had a great time tonight with the NBA wives NBA mothers Football wives and the chief of staffâ€¦ https://t.co/6Q5Ybf3YsF,4,,9.06381E+17
1560692,This my boy @aveboyangel https://t.co/GFMosacGGh,6,,9.07323E+17
1413006,Just solved North Korea genius https://t.co/FOy4pdKfaR,6,,9.05792E+17
53086,Ya despierten  que esto estÃ¡ muy aburrido. ðŸ‘½,6,,8.93447E+17
887629,lol looks like Floyd just hoping for a DQ,4,,9.01663E+17
748502,Cass and I just passed a multiple car pileup where it looks like two semi trucks literally exploded,6,,9.00522E+17
1219722,my siblings steal chargers. my moms bfs steal our money and live off us. i mean what else yâ€™all wnana take? ðŸ¤·ðŸ½â€â™€ï¸,6,,9.03889E+17
762515,but thats how a nigga feed his family you got gays and atheists in ya family and you don't boycott chick-fil-a,6,,9.00671E+17
520357,Most Followers 25 -45,6,,8.9822E+17
974163,@Academy @Target Baby supplies socks of all sizes and comfort clothing (sweats) needed,6,,9.02178E+17
944690,Somebody send food I'm sick and hungry ðŸ˜¢,6,,9.0197E+17
1154201,Until I just read all proceeds go to the Red Cross smh,1,,9.03373E+17
1353674,Masonry Repair and Brick Waterproofing https://t.co/mDL7eKwhvmhttps://t.co/CYQ0akgumt,6,,9.05206E+17
1490108,I gotta lil bootie with tiger stripes.,6,,9.06601E+17
477590,Good morning,6,,8.97814E+17
787061,Houstonians aren't worried #Harvey is going to be another Ikewe're expecting another Allison,1,,9.00885E+17
1317806,@dannnngvivian I just never find a concealer/foundation that matches me. I mean NEVER.,6,,9.04866E+17
1866606,@_kayypee_ happy birthday girly!,6,,8.88997E+17
1288993,I like how Dayana is always down to go to stereo live with me,6,,9.04555E+17
777090,I came to pick up my cousin and someone had fell asleep in the car waiting for their kid to come out and everyone skipped him ,6,,9.00815E+17
1372482,Terrible horrible no good very bad week,6,,9.05328E+17
1824440,current weather in Houston: broken clouds 77Â°F83% humidity wind 2mph pressure 1015mb,6,,8.87276E+17
1503061,Tuesday at 7:30p,6,,9.06713E+17
1228805,#houstonstrong @ Lakewood Church https://t.co/CHYGSrXiNx,6,,9.04032E+17
1167051,#USGS08116650 - Brazos Rv nr Rosharon TXHeight: 52.32ft â–² (43ft)Flow: 99700cfshttps://t.co/IY6C4kB0X3,6,,9.03453E+17
446130,@YourFavoriteKee ðŸ˜­ðŸ˜­ðŸ˜­ chillat,6,,8.97512E+17
262176,Houston TX Thu Aug 10th AM Forecast: TODAY Chance Of T-Storm Hi 95 TONIGHT Partly Cloudy Lo 79,6,,8.95632E+17
1026192,Wow I want an osiria rose ðŸ˜,6,,9.02401E+17
365851,Police and ANTIFA anti-fascists on the same side in a upside down world of make believe. https://t.co/7ujatAfVwe,2,,8.96723E+17
932794,holy fuck lmao https://t.co/XlkRWaHmxM,6,,9.01917E+17
1116596,Lazing around listening to music... ðŸŽ¶  this is why I love shuffle ðŸŽ¶ -kid cudi - the breeders-mia- chic- misfits-prima,6,,9.03043E+17
146184,Tomorrow I will undergo bone marrow biopsy for disease status and chimerism study. The first BM Bx after allogeneic transplan,6,,8.94424E+17
240497,@CashTalkGoldi ya lil brother fucked around and became the best rapper alive ðŸ’ªðŸ˜· https://t.co/lIXGrlUuLh,6,,8.95405E+17
383262,bitch i wish ðŸ™„ https://t.co/CKp3ThaqLA,6,,8.96879E+17
1785731,Apple Music &gt;&gt;,6,,9.09744E+17
74504,@zennnyyooo Yes ma'am! ðŸ•µðŸ»â€â™€ï¸,6,,8.93647E+17
1087443,Calling them in the morning https://t.co/4AY2bMGB4G,6,,9.02783E+17
885789,Brays Bayou is about 2 feet from its banks by NRG.  It's just a matter of time.,6,,9.01656E+17
935008,https://t.co/qFtNMkHpHG,6,,9.01927E+17
1582531,I'm over here draining myself while you're unaffected,6,,9.07518E+17
911994,People are stupid enough to drive around rn to take videos for snap? Y'all just messin yalls cars up ðŸ¤•,6,,9.01831E+17
1042271,@krypticks happy birthday â€¼ï¸,6,,9.02563E+17
1473816,ED OLIVER IS A SAVAGE ðŸ˜ˆðŸ˜ˆðŸ˜ˆ https://t.co/8xtdT7fDol,6,,9.06371E+17
893302,ðŸ‡ºðŸ‡¸ https://t.co/gHo7Z7Bbkl,6,,9.01673E+17
1012242,Doing the right thing after being shamed into it. https://t.co/iCkv6LQkZo,6,,9.02348E+17
796720,Niggas think they taking somebody else bitch whole time the bitch feeding her nigga off of you ðŸ¤§,6,,9.0094E+17
1142011,Oh you a plug? Oh you a killer? I be with both you not familiar.,6,,9.03282E+17
1483972,Omg https://t.co/7lhEYgc14t,6,,9.06547E+17
218016,Some of you are just really disgusting.,6,,8.95142E+17
428631,Annabelle was pretty good. Predictable but good.,6,,8.97295E+17
1693705,https://t.co/ncFkaAWziI,6,,9.08722E+17
190587,SMH  wow https://t.co/h68OWY9g2I,6,,8.94932E+17
207405,ðŸ’œ you @NicoleBenke! @teachergoals,6,,8.9507E+17
310323,Well look what the wind blew in.. ðŸ™ƒ https://t.co/2J3IN80XRL,6,,8.96109E+17
1094515,Harvey done brought the old me back attitude on idgaf,1,,9.02891E+17
531295,It's not enough to apologize. You have to atone for it. Everyone of us who used to be a -phobe or an -ist has work to do beyon,6,,8.98308E+17
1325637,Pictures of the Warehouse where my party will take place this week!!! https://t.co/d2gjtiH6vr,6,,9.04915E+17
1878850,X2 aff if I fr chill with you you know I'm feelin tf outta you https://t.co/aPd9RASPQ2,6,,8.89604E+17
341558,Question - how do you alienate racists people by speaking out against racism? #Charlottesville,2,3,8.96449E+17
606687,B12 is an essential vitamin that keeps your red blood cells and nerves healthy. https://t.co/CN9CSRMiPz,6,,8.99076E+17
1332741,Bitch I'm weak https://t.co/u8dGG0IHfW,6,,9.04979E+17
739413,$12 for a haircut?' Feels like 6th grade,6,,9.00448E+17
692684,I heard loyalty is everything and shit but where she at I ain't never seen that bitch,6,,8.99999E+17
1679916,Keep finding @DeAndreHopkins #HOUvsCIN,6,,9.08529E+17
1374762,@kamizaroku happy birthday! Hope you have the grooviest one ðŸ’,6,,9.05406E+17
278563,@lorij79teacher My favorite # so far #LookingLikeACreeper,6,,8.95782E+17
1588395,changing my hair style,6,,9.07629E+17
1347941,Before I gts at night I'm praying with my pistol ðŸ¤žðŸ¾â€¼ï¸..,6,,9.05162E+17
212955,It's what she deserves https://t.co/IxzakfTxBx,6,,8.95109E+17
12310,mamamajimakcheoreomâ°Majimak bamin geotcheoreom love https://t.co/tA2aUV56ra,6,,8.92978E+17
686266,No I'm not ......don't do that lmao https://t.co/K1rnVCl6Ax,6,,8.99861E+17
1184962,Hey the posts you are sharing re: immigration can prevent people from being rescued because they are scared to ask for help. ,2,,9.03639E+17
1201215,Many of those without power after #HarveySpringBranch are still being impacted by high water. (3/10),1,,9.03761E+17
238047,Ima start punching my food,6,,8.95383E+17
1187455,Ordered my birthday fits . Time for my nail appt I guess.,6,,9.03659E+17
201481,Fvck what another nigga think ðŸ’¨ðŸ˜ˆ,6,,8.95021E+17
143284,My new theme song ðŸ˜ˆ https://t.co/J3Azb7ZO2n,6,,8.94405E+17
1306856,Never thought the sight of all that grass to mow would be so welcome! Sunshine and dry ground inâ€¦ https://t.co/7Rspoi7s19,6,,9.04777E+17
1767151,@ariella_reyes when u come to cstat i'll buy u a pitcher of dos as a bday present ok,6,,9.09535E+17
1488417,TONIGHT #GETONMYGUESTLIST / #BOOKYOURSECTIONNOW ðŸ˜›âœ¨ ðŸ“²: 832.812.4478 #StickyPromo #LIFÎžSaturdaysâ€¦ https://t.co/xE9oHbb0tT,6,,9.06586E+17
685011,My fave is when Paul and Wallace cuddle ðŸ˜ adorable ass kittens,6,,8.99851E+17
1546691,Tables always turn remeber that shit might be 45 years from now but they gone turnðŸ™‡ðŸ¾,6,,9.07116E+17
1315937,Had such a great Labor Day. God is so great.,6,,9.04852E+17
379674,In pearland at my dad house https://t.co/SBRLwSgQqQ,6,,8.9685E+17
995884,I wish I owned a boat Or atleast had a flatbed to go out and help.,6,,9.02277E+17
105200,Been on the move all day.,6,,8.94005E+17
1686768,What y'all lyin about on here tonight?,6,,9.08595E+17
1448016,Thank God For Another Day ðŸ™ðŸ½,6,,9.06147E+17
1750554,My city @ night from Pierce elevated.... 45 S @ Downtown Houston https://t.co/i0gl4EA3az,6,,9.09305E+17
1450867,No https://t.co/KaJuw8skEa,6,,9.06176E+17
1871540,â€œannakoâ€ she filipino https://t.co/nHPbWTQ3is,6,,8.89263E+17
1066083,Thank you @tedcruz for reminding the country why your hypocritical conservatism is nothing more than cowardice. https://t.co,2,,9.02679E+17
341696,Let's not ever disrespect what I meant to ya,6,,8.9645E+17
1257209,Dead inside,6,,9.04235E+17
198549,@mathespy @aengland818 @Evan_McMullin Unfortunately the cotton gin and increased demand for cotton due to textile production,2,,8.94999E+17
761558,gonna try and get my 8 hrs of sleep i have to deal with people i don't wanna deal with tomorrow ðŸ™„ðŸ™„ðŸ™„,6,,9.00625E+17
1810473,#RichGangNoHomie https://t.co/Xq0dUS2D9y,6,,8.86663E+17
275620,Goodnight https://t.co/n4JvuP8Z7V,6,,8.95758E+17
1410551,Just posted a photo @ Third Ward Houston https://t.co/PJ4qfrRqCl,6,,9.05754E+17
1072722,Been thru hell and back with my brother. Now we switched laneson the grind. Love ya bro stay different from the rest. @jeffre,6,,9.02708E+17
1207445,i wish i could afford my own taste,6,,9.03801E+17
1759503,@Memo_Arenas https://t.co/wVdNgYDbId,6,,9.09474E+17
101432,I'm sad af but it's ok ðŸ˜“,6,,8.93967E+17
323302,@no1from_nowhere Your profile shows you are important.,6,,8.96215E+17
372762,Watching #BreakingBad again is nice,6,,8.96796E+17
792843,Trust issues bad.,6,,9.00919E+17
371172,"When a Anchor ask ""How does that make you feel"" https://t.co/bRYIFnsglp",6,,8.96783E+17
1613765,@SMRGSAMO I don't,6,,9.07827E+17
942318,@FuturLab Fired up my PS Vita to play some Velocity Ultra. It actually feels harder to play than 2X for some reason.,6,,9.01961E+17
552230,I was really starting to love myself and ignore the fact I was lonely then I fucked up ðŸ˜’ðŸ¤¦ðŸ¾â€â™€ï¸,6,,8.9853E+17
1776121,I was at whataburger an hour ago and now i'm back....,6,,9.09599E+17
746543,Bananas https://t.co/TGmq3iewth,6,,9.00507E+17
1817440,Who sleeps this long....,6,,8.86988E+17
939716,@VicValll It was when I was over there /:,6,,9.0195E+17
707535,Kids night TONIGHT!!! 6-8pm with @JellBellSchmell https://t.co/9OzQqaLcNJ,6,,9.0013E+17
359225,Ion mind being alone but idk how to cook like what I suppose to eat ?,6,,8.96591E+17
1076011,#HurricaneHarvey You can rain you can flood you can storm all you want. But we will overcome.â€¦ https://t.co/e7UlxjrdZE,1,,9.02724E+17
174865,Approaching my mid-40s realizing that I am becoming the target-audience for the prie-dieu. ðŸ™ðŸ‘´ðŸ¼#oldknees #blessedsacrament,6,,8.94742E+17
103581,Niggas pocket watching,6,,8.93989E+17
362659,@FalleroniKenzie @??,6,,8.96623E+17
1225380,Yard work (for the most part) is done in time for college football...,6,,9.04009E+17
474548,Gimme like 5 of em https://t.co/SQt9zXMCvq,6,,8.97735E+17
641603,Finally attempted to act like I'm moving in a month and got rid of some stuff.,6,,8.99449E+17
377900,@realdaniellew Yuh,6,,8.96838E+17
1327551,#USGS08116650 - Brazos Rv nr Rosharon TXHeight: 51.99ft â–² (43ft)Flow: 86300cfshttps://t.co/ig6Ue3xdby,6,,9.04927E+17
1215302,this curfew shit is annoying,6,,9.03848E+17
25554,Supa throwback! Jeff found this whilst moving yesterday check it out @SunIsShiningâ€¦ https://t.co/4HKxXi3MGw,6,,8.9317E+17
974102,Breakfast of Champions! LOL! ðŸ‘ðŸ‘ðŸ˜†â¤ï¸ @ Cougar Woods Dining Hall https://t.co/mf8MKlsrFz,6,,9.02178E+17
808358,That tweet tho ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­I can nottttttt,6,,9.01105E+17
1023336,Because I promise you will show them up,6,,9.02389E+17
1595194,can all my hoes come forward since I apparently have a entire team of em..,6,,9.07686E+17
1877329,@beequammie @D_Castro21,6,,8.89555E+17
658074,@TaylorCrissmon ðŸ’¯ðŸ—£,6,,8.99647E+17
1578347,#bodakyellow is now trending in #Houstonhttps://t.co/N505d8hXrc https://t.co/72IG9HFpZ1,6,,9.07459E+17
443134,Politicians stoking the fire too!They all hate @realDonaldTrump Because he is forcing them to work...They act like children ,2,,8.97489E+17
1666485,Detroit What! https://t.co/E46frEDFMU,6,,9.08442E+17
1501682,@atrainTTU I love it,6,,9.06704E+17
22675,TOMORROW - @notsuoh314Main showcasing a few new tracks for the 1 YEAR ANNIVERSARY FOR @LazybitCo 's LAZYBIT MONTHLY! PIZZA! #H,6,,8.93147E+17
708002,I need one lmao shit is going side ways since ol girl https://t.co/YZamWPIV9z,6,,9.00134E+17
875307,Ok @abc13houston this is the Texans you keep interrupting for storms... STOP IT!!!,1,,9.01602E+17
452496,ðŸ˜­ðŸ’– https://t.co/Sg4fQO65ji,6,,8.97562E+17
599910,Lmao Walmart tooooo busy for me today sheesh,6,,8.99018E+17
425849,OH YEAH BIG WILLY! @Willperdomo76 https://t.co/bjUEBoESQq,6,,8.97278E+17
780645,"I know it's some starvin ass hoes wishin backpage was still here so they could post a ""hurricane special"" ðŸ˜­ðŸ˜­",6,,9.00841E+17
205130,Do Popeyes still have the $5 box or nah ?,6,,8.9505E+17
1639740,Happy bday princess you are the best thing that happens to me 12 years ago!!! @ MF Sushi Houstonâ€¦ https://t.co/IlyOgyRYPA,6,,9.08137E+17
1688118,Reached into my jacket pocket &amp;&amp;&amp;&amp; I find a pack of blacks,6,,9.08658E+17
1155460,No drank till next August,6,,9.03381E+17
1795681,@mphilli25 If jet goes I'll probably go.. dunno yet tho,6,,9.0985E+17
1366880,When you Pray .. watch them blessing start coming in #RealLifeWitness,6,,9.05283E+17
1785262,@Ayman_A_Fadhel  ÙŠØ§ Ø±Ø¬Ù„ ÙÙŠ Ø§Ù„Ù…Ù„Ø¹Ø¨ Ùˆ Ø®Ø§Ø±Ø¬ Ø§Ù„Ù…Ù„Ø¹Ø¨ Ù…Ø­Ù…Ø¯ Ù†ÙˆØ± ØºÙŠØ± https://t.co/0PFthl9xOG,6,,9.09728E+17
748033,Dennis Smith Jr. gone win Rookie Of The Year #NBA #RememberThisTweet,6,,9.00519E+17
155772,@celsrnn thanks for callin it ah lol. #norainboots #oldapt https://t.co/95vL0Nucsd,6,,8.94589E+17
1254310,Happy Birthday! @nxssie https://t.co/LrV1uGZ2RH,6,,9.0421E+17
1213060,Man I hope y'all home before 12 cause state troopers all over the neighborhoods,6,,9.03835E+17
389792,I don't have any friends :/,6,,8.96925E+17
48728,Back to self love ðŸ˜,6,,8.93348E+17
354368,Damn rico,6,,8.96555E+17
437600,AlwaysðŸ¤žðŸ¼ https://t.co/9PT3Qvirhh,6,,8.97405E+17
1332744,#14s #feetfetishnation #feetfetishworld #feetfetish #feetporn #feetâ€¦ https://t.co/Lhrn5vqzhN,6,,9.04979E+17
269222,i'm lost on you,6,,8.95704E+17
1717847,#ILLCHANGE ðŸ’ªðŸ’ªðŸ’ª #CANTBANDAREAL #SALUTE2DAREAL @SUPADJJBOI ðŸ’¯ðŸ’¯ðŸ’¯ @ Obar Discotheque https://t.co/e8tlBuVu90,6,,9.08945E+17
1010166,i hate that one person who text back fast all the time. like damn,6,,9.0234E+17
76846,LL Qool Tr3 @hopstepjump13 is now trending in #Houstonhttps://t.co/1RSmgLtARB https://t.co/QttgR1ONbs,6,,8.93665E+17
123729,I fucking love X's music sometimes,6,,8.94253E+17
729026,I swear I stay coming to work early literally like an hour or 2,6,,9.00354E+17
1342233,imagine theres a horrendous storm about to hit the east coast and all your president is worried about is deporting dreamers l,1,,9.05119E+17
1417950,How could I be lost when you have called me found?,6,,9.05839E+17
1736648,I'm so ready for deer seasonðŸ˜ https://t.co/qYfqOQ3W4R,6,,9.09207E+17
1625011,It's just me against the world baby ðŸŽ¶,6,,9.08011E+17
23557,This was greatðŸ˜‚I remember watching thisðŸ˜‚ https://t.co/FlTrD5iGUa,6,,8.93154E+17
585422,what in the actual fuck https://t.co/v9fxho8BvG,6,,8.98821E+17
976163,It's still raining.,1,,9.02191E+17
799032,me rn on this uzi. https://t.co/S9Z5lmWzV4,6,,9.00956E+17
118078,#POTUS #Russian #investigation  doesn't look total fabrication. If it is so no worry. #Mueller #Congress shud prove it. #CNN ,2,,8.9419E+17
1853909,got my food free at the movies,6,,8.88489E+17
712350,Whether we go together or alone,6,,9.0016E+17
1062770,@lilbabyzak https://t.co/UnE7qD38yZ,6,,9.02663E+17
214780,stop burning &amp; fucking for get back ladiesðŸ¤¢,6,,8.95122E+17
1643641,DEPRESSION SUCKS. FUCK YOU DEPRESSION YOU AIN'T GONNA RUIN MY LIFE.,6,,9.08163E+17
1257129,ðŸ‘€ðŸ‘€ https://t.co/eWcT7GNlod,6,,9.04234E+17
211053,It will be good we just Have bolders to climb over https://t.co/cPEKLiTyue,6,,8.95097E+17
582170,I could be on my death bed right now &amp; no one would care or answer my DAMN CALL,6,,8.98778E+17
1794836,"New music alert!!!!ðŸ”¥ðŸ”¥ðŸ”¥ðŸŽ¤ðŸŽ¤ðŸŽ¤""This Ain't New"" Available now on all digitalâ€¦ https://t.co/Sz3HNqa5Or",6,,9.09842E+17
531109,Time to put this dick in her stomach,6,,8.98307E+17
1117518,@Dutchess223 @PenBerzerker @stormlover27 @wruser @washingtonpost aint nobody spewing anti white prop by saying nazis are trash.,6,,9.03049E+17
1841973,Last day for early access ðŸ˜Š Adding a couple of sweaters to my cart ðŸ›’ Do you have any last minuteâ€¦ https://t.co/TWyCg7eNb8,6,,8.88014E+17
1079846,Literally fucking hate my brother. I just wish my other brother was here instead of this one ðŸ™„,6,,9.02742E+17
1635790,This Popeyes calling my nameeee ðŸ˜©â¤ï¸,6,,9.08106E+17
1609662,@SheaSerrano  https://t.co/RYlDG5suOj,6,,9.07799E+17
314253,Thug vocals on Highlights &gt;&gt;&gt;,6,,8.9614E+17
130528,@PARADEofCHAOS9 I have not the books I'm super interested in reading are Better than Steroids and Nutrition Timing,6,,8.94309E+17
945167,@YZamora1_ I think I rolled by last time and it looked closed ðŸ‘€ but idk,6,,9.01972E+17
1468409,Y'all thought it was over? He told ya to wait on the appealâ€¦ https://t.co/0w8mj4EqMb,6,,9.06331E+17
1541153,Just posted a photo @ Pearland Properties Jennifer Corl https://t.co/qAi03KZXTI,6,,9.07075E+17
1203000,I'm bored,6,,9.03773E+17
1581062,We play for dubs,6,,9.07482E+17
104704,Suck me like a lollipop baby girl. YAH YAH,6,,8.94E+17
578694,Wow ðŸ™ðŸ¼â¤ï¸ https://t.co/XiUxLQXjSi,6,,8.9875E+17
200601,I don't have a sweet tooth  I only eat candy if its given to to me,6,,8.95014E+17
700493,been lost been late,6,,9.00071E+17
1147876,Donate money to JJ Watts youcaring. NOT to the Red Cross! https://t.co/2jpD07vitt,6,,9.03325E+17
1434501,"*After leaving a dennys* Brother: "" look guys i stole this to go menu!""",6,,9.05977E+17
81407,You couldn't tell me I was the only person you was talking to ðŸ˜‚ðŸ˜‚ you bout crazy ain't it  if you think I believed that ðŸ˜‚ðŸ˜©,6,,8.937E+17
261150,"""Tweet a goal in your life""Me: https://t.co/xfSzMRmrs7",6,,8.95608E+17
533935,I have one 8 am class and ik my ass is gonna be tired,6,,8.98328E+17
320289,@monkeyd_fanm Lol nigga I'm good,6,,8.96193E+17
359927,Generational wealth that's the key my parents ain't have shit so that shift starts with me.,6,,8.96597E+17
686508,Ima make it with or without ya,6,,8.99863E+17
1399402,ðŸ¤·ðŸ½â€â™‚ï¸ issues #Txsu @ Third Ward Houston https://t.co/Q9PMtXgPGv,6,,9.05618E+17
108855,Finna bath Zola and feed her so she can go to bed early tonight,6,,8.94034E+17
1406948,ðŸ¦ˆðŸ¦ˆðŸ¦ˆ- i'm so glad i met you man you're such a great person with great talent i miss you so much man :(( &lt;33,6,,9.05667E+17
1140279,i have you my all i showed the proof of all your lies and you weren't worth it you don't deserve me,6,,9.03267E+17
1052476,I'm hungry but I can't eat ðŸ™ƒ sooo how tf does that work,6,,9.0261E+17
300835,@IlonaOnTV What a beautiful view!,6,,8.96032E+17
348886,I got a thing for dread heads ðŸ˜­,6,,8.9651E+17
1169167,Casandra or Alondra https://t.co/89ZiFhosZm,6,,9.03464E+17
61751,@potsavant @Indiadebeaufort What a microchip does it holds information of owners like their name phone number and their vet I,6,,8.93538E+17
1482987,@juliebeans18 @OldRowMSU THATS ME ðŸ˜‚ðŸ’€ðŸ˜‚,6,,9.06536E+17
368403,@aganlance @jonhinson I'll be donating $100 to a charity of your choice if Bran dies tonight. The troll gotta go... ðŸ’€ðŸ’€ðŸ’€,6,,8.96758E+17
646386,need a chargerâ˜¹ï¸,6,,8.99475E+17
1263345,ðŸ˜ðŸ˜ my fav https://t.co/W89kKM8WX2,6,,9.04367E+17
536777,"Love our ""Seen the Movie? Read the Book!"" window display!â€¦ https://t.co/0IvL6tHVq9",6,,8.98351E+17
