,Title,Topic 1,Topic 2,X.M.._twitter_id
700254,Come tonight TUESDAYS go up ðŸ˜ˆ https://t.co/PP9Ke0O92B,6,,9.00068E+17
537361,honestly. https://t.co/bI4tqZjzHD,6,,8.98355E+17
504012,This is what went down in 6th lol https://t.co/8CybOgj9Tb,6,,8.98017E+17
1535219,I'm deeeaadddd ðŸŒšðŸ’€ðŸ˜‚ https://t.co/AUC0m480jN,6,,9.07037E+17
1763577,"@Orlando0402 Siiii, tu si sabes!! ðŸ’€ðŸ’€ you going out tonight?",6,,9.09509E+17
452367,Thotties https://t.co/1uNK1ytdcy,6,,8.97561E+17
1193705,Vote for â¤ï¸meâ¤ï¸ to be Maxim's Finest! https://t.co/KLw5r2Iy4t,2,,9.03703E+17
615616,@SweetMoonJr happy glo day bruh,6,,8.99143E+17
959106,#Pray4Houston,1,,9.02022E+17
144599,Pink matterPyramids Thinking bout you Pilot Jones Sierra Leone https://t.co/jKS40pCDN8,6,,8.94414E+17
88911,i say this every time i hear her. https://t.co/vrm2kGWgTj,6,,8.93851E+17
49386,@asap_luisito300 happy bday :),6,,8.93354E+17
1866176,Amy Amy Amy R.I.P. https://t.co/z6ECvkqbKj,6,,8.88979E+17
681012,Thanks for the clip @DIRECTV. McGregor doesn't stand a chance. #MayweatherFTW https://t.co/glzkvFelvl,4,,8.99825E+17
1296282,â€¼ï¸â€¼ï¸â€¼ï¸â€¼ï¸ https://t.co/mlR2GEXLwn,6,,9.04618E+17
1384598,"If we can vibe to Russ together, we're friends idc",6,,9.055E+17
501529,@MamaLeBrewster @BlueDevilBrooks My boy from hs,4,,8.98001E+17
1881963,Yeah . https://t.co/jqnsHJ8tyX,6,,8.89701E+17
760740,If you look good I boonk gang the pussy,6,,9.0061E+17
1678974,#Repost @sirfunshi (get_repost)ãƒ»ãƒ»ãƒ»Get ready Houston !!! The Biggest Scorpio Dayâ€¦ https://t.co/gOVeVB1JqG,6,,9.08525E+17
1724610,If it wasn't for Michigan's defense we would blow,4,,9.09096E+17
844088,"@lindsihcaf ILYSM :,-)",,,9.01313E+17
399972,bby birthday exactly one week away ðŸ˜,6,,8.97015E+17
1084092,Liyah gts please. https://t.co/zSrt4F9VDi,6,,9.02762E+17
1404117,Y'all I really regret like the first 4 people I fucked with que puto asco me dan alv ðŸ¤¢ðŸ˜·,6,,9.05646E+17
2129,ðŸ¥‘ðŸŒ®ðŸ¥‘ ðŸ˜ðŸ˜ðŸ˜ðŸ‘ŒðŸ¾ðŸ’¯ðŸ‘ŒðŸ¾ https://t.co/15Jrew6ATT,6,,8.92914E+17
437577,my girl wants me to go vegan with her . .. haaa like I'm about to turn in my man card ðŸ˜,6,,8.97404E+17
1725860,Mejor ponle Vicks https://t.co/uCOvUrWOAp,,,9.09106E+17
553786,#pride #orlpride #kittykats #fakevoting https://t.co/Sj8zJfGJ7W,2,,8.9855E+17
971112,Starting my treatment,6,,9.02142E+17
806271,"@IjeomaOgud @Ekprimma_K @DamiElebe @idomagirl You are, you are! ðŸ˜ŠðŸ˜ŠðŸ˜Š",6,,9.01089E+17
923887,@Deesteww we ouddderer,6,,9.01877E+17
1345803,#HoustonStrong https://t.co/iKcQw29b5V,1,,9.05146E+17
756285,Fuck that lame ass storm,1,,9.0057E+17
874101,@KingRother_ Send them to bush airport I'm in a room it's like it's hunted in here I keep hearing sounds like I'm fr,1,,9.01595E+17
4105,Celebrating 2017 #Katyisd TOY at the Region 4 celebration. Congrats to Kristal Parrish &amp; Phuong Nguyen...Area4 Finalist. #,6,,8.92927E+17
1076685,@Nazario1017 M down https://t.co/bGojJ3PfJX,6,,9.02727E+17
1249229,Bruh i really want to be a motivational speaker. ðŸ˜©,6,,9.04177E+17
1752573,@odsports #ODSTRONG! #ODBUILT!! #OD4LIFE!!! # 80! #TEXASSTRONG2017MVPALL-AMERICAN!!! https://t.co/vgjjonDwws,4,,9.09386E+17
1060835,this why i love my city https://t.co/q5UgN6mHDU,1,,9.02653E+17
1349754,@ SUMMER CREEK SENIORS WE ARE GOING TO BE THIS LIT THIS YEAR. IF YOU ARE NOT DOWN YOU NEED TO SIT ON THE OPPOSING SIDE ðŸ—£ðŸ—£ðŸ—£,6,,9.05176E+17
625618,Amen https://t.co/l5nJ8ZeG5k,6,,8.99319E+17
255236,Everyone got there ups and downs,6,,8.95505E+17
1571217,boy we so trashhhhhh,6,,9.07414E+17
1012947,People are so entitled. https://t.co/fX0LFsEhQb,6,,9.02351E+17
1780998,bp?,6,,9.09632E+17
692504,This feeling won't go away son,6,,8.99997E+17
750259,"I'm happiest when I can ball when I want, get high when I want ... ðŸ˜‡",6,,9.00534E+17
1003085,@ArielleKebbel @NBCMidnightTX hope this is up online tomorrow as all of us in Houston dealing with Harvey will not be able to ,1,,9.02309E+17
1130470,"finna b on my ""mhm"" bullshit for the next few days",6,,9.03122E+17
727652,I feel attacked https://t.co/uTNcFn8otb,6,,9.00337E+17
159216,READ: Vince Wilfork retires in the most epic way possible #NFL #Texans https://t.co/7ZMHgshYS9,4,,8.94617E+17
281062,These young girls didn't know what to do w it,6,,8.95802E+17
1510680,Are you worth my time?,6,,9.06784E+17
588653,Every time I like a bitch find out she a gnat,6,,8.98914E+17
84523,let me put on a show for you dadddyyy,6,,8.93734E+17
967362,Amen ðŸ™ðŸ¾ https://t.co/zcTFVD3aag,6,,9.02066E+17
813044,Woke Up Cleaning ... Like What's Wrong With Me,6,,9.01135E+17
537372,Suddenly I hear Blue Bell calling me from the freezer,6,,8.98355E+17
947875,did she though https://t.co/FfCJrAXxvp,6,,9.01982E+17
1749683,Wow I'm triggered https://t.co/0tAVKkhd5E,6,,9.09293E+17
1191554,I Ain't A Surfer Don't Expect Me To Follow The Wave,6,,9.03688E+17
925989,chyna ðŸ˜‚ðŸ˜‚ https://t.co/4gXWc4SlHw,6,,9.01886E+17
1464812,@1990sMahone I love a beautiful queen,6,,9.06301E+17
872111,@RamsesVidente ðŸ”®ðŸ•ŠðŸ™â¤,6,,9.01583E+17
506158,You gotta really relish in the happy moments in your life cause now days shii doesn't come often,6,,8.9803E+17
1696585,IM FUCKING DEAD https://t.co/vJsDA9wxt7,6,,9.08748E+17
578807,"aaron, sweetie https://t.co/kktbqCmzG0",6,,8.98751E+17
1462100,I don't wanna get ready but also I wanna hang out w my amigas,6,,9.06277E+17
1476371,i'm just tryna roll a blunt while getting my cat ate,6,,9.06393E+17
485645,#Love ya Parks #WEKAT #Mexia https://t.co/6JIhzakxhy,6,,8.97884E+17
1677872,some one come take me home LMAO,6,,9.08518E+17
1512938,Proud to be at the District Student Art Show Open House. Thank you Mrs. Schmitt &amp; Mrs. Matthews for the love you give to o,6,,9.06872E+17
1814872,You turn into a sex addict your first few weeks of pregnancy lol,6,,8.86803E+17
517986,"""Hard work pays off"" sign up today let's work #devotedfitness4life #personaltrainer #fitnessâ€¦ https://t.co/EhONI8hPUB",6,,8.982E+17
1761471,So he remixed the remix of his song? https://t.co/jlk2Nkeurq,6,,9.09491E+17
1812948,temperature down 88Â°F -&gt; 86Â°Fhumidity up 49% -&gt; 74%wind 5mph -&gt; 10mph,1,,8.86748E+17
1139474,Not looking to hot for me chief,6,,9.03258E+17
700986,Duval https://t.co/YW0gIbEmEF,6,,9.00075E+17
942213,Cinder blocks and flip-flops! Love it! https://t.co/oBFw5qZEak,6,,9.01961E+17
1379544,@Javierito321 https://t.co/fVImXhec6H,6,,9.05459E+17
1582355,ok so i hate myself and my life whatâ€™s new,6,,9.07511E+17
133207,i love when people compliment my tattoos it's like they're complimenting my personality since they have sentimental meanings t,6,,8.94334E+17
808964,Take a break from the craziness of Hurricane Harvey with some good news: yesterday we movedâ€¦ https://t.co/76IC1dlDil,1,,9.01109E+17
109704,I did ðŸ˜‚ https://t.co/2kocbuMQ09,6,,8.9404E+17
1079866,I really fucked up,6,,9.02742E+17
622184,Difference between indictment and arrest : #DebbieWassermanSchultz  https://t.co/KBCr7XSgBS via @duckduckgo for Android,3,,8.99288E+17
416247,Hi Levy Park!! See y'all for Zumba in a Lil bit!!!! 6:30pm. Let's sweat it off the most FUNâ€¦ https://t.co/UeHOtKsi9T,6,,8.97205E+17
886966,Think this says a lot abt my present mental state https://t.co/nkTfIrmv7h,6,,9.0166E+17
1587992,"Pope did it again.Driving more Catholics away from their churches. Pope, you are no longer speaking truths. Pro life has zero ",6,,9.07626E+17
757562,Onika you trending sis @NICKIMINAJ ðŸ˜ðŸ˜ðŸ˜ðŸ˜ https://t.co/uMC1h4jMcz,6,,9.00578E+17
1595721,For the low price of all your possessions you can get the NEW iPhone X ðŸ¤·â€â™‚ï¸ https://t.co/4HW8SvsdVg,6,,9.0769E+17
1635246,I don't want a relationship. They hold you back.,6,,9.08102E+17
1593402,I've been eating a lot lately.. idk what it is but ya girl been eating !,6,,9.07673E+17
371098,I want to go to the movies today :/,,,8.96782E+17
558738,that moment when you already graduated so a summer job turns into  working for the rest of your life ðŸ˜­,6,,8.98593E+17
1188955,"@chad_norvell Wow. Stay safe, Fort Bend.",1,,9.03669E+17
447539,"ACTUALLY, they are quite unrefined if you can only handle mint gum &amp; peppermints, my brethren. https://t.co/wfW7hgY8Ts",6,,8.97523E+17
490679,ðŸ¤¦ðŸ½â€â™‚ï¸,6,,8.97923E+17
213470,Nigga ruined the damn song https://t.co/oUCTecIKwt,6,,8.95113E+17
147734,https://t.co/dAN11hsZ4D,6,,8.94436E+17
1293137,Erick out drinking and rubbing it in my face how fuckn nice. I regret not going  out now :((,6,,9.04581E+17
1472361,Im tryna run into a checkðŸ’° And run into somebody daughter ðŸ‘±ðŸ¾â€â™€ï¸,6,,9.0636E+17
93575,@gamespot Titanfall 2 is the new battleborn https://t.co/3ryUNPX3YH,4,,8.93893E+17
1389824,"Dog, the bank is poppin.",6,,9.05544E+17
323949,@YayaWatts https://t.co/rcubL9XSmq,6,,8.9622E+17
1783503,What I tell y'all ? Capricorns evil https://t.co/Q1lGXRDvCs,6,,9.09657E+17
1532800,Embracing the change,6,,9.07017E+17
1731380,Grammy taught me how to give the finger when I was like 7/8...told me you did that to cars who passed you. I understand how it,6,,9.09155E+17
1141133,@SydneeJolivette Happy Birthday! Don't go to wild todayðŸ˜Œ,6,,9.03275E+17
58827,"@SteveRealThomas @airplouffe86 I'm not sure I understand what you're asking, dm me!",6,,8.93515E+17
551117,Tgfad ðŸ’—,6,,8.9851E+17
1165052,Niagara Bottling Donates More Than 2 Million Bottles of Water and Pledges $1 Million to Support Hurricane Harvey Disaster Reli,1,,9.03443E+17
1860305,1 Least Grebe (Tachybaptus dominicus) - City of Pearland Nature Park - 2017-07-21 17:00 https://t.co/uYcTuhGQWJ,6,,8.88785E+17
1697231,So hyped! #MWT https://t.co/OyZatn0E82,6,,9.08753E+17
347299,Drinking a Bishop's Gone Wild by @B52Brewing @ The Branch â€” https://t.co/4ImQpyMy1Y,6,,8.96496E+17
611090,Beautifully toasted and I'm only speaking of the Hue! ðŸ’‹ @ Houston Museum of African Americanâ€¦ https://t.co/GKDgHsSwzA,6,,8.99107E+17
555111,290! WHAT ABOUT 290?! https://t.co/vXWG31VdNw,6,,8.98563E+17
509309,Yâ€™all psychopaths lmaooooo https://t.co/26Efv94NhY,6,,8.98051E+17
948721,"#hurricaneharvey #2017 #besafe @ OST - South Union, Houston https://t.co/bAl3ZKETbb",1,,9.01985E+17
1219551,Fuckin gross ðŸ¤¢ https://t.co/c0zIEJQD2V,6,,9.03887E+17
134188,Bouta finesse the fam in loteria ðŸ˜ˆ,6,,8.94342E+17
1694502,I know I said top five but I'm top two and I'm not two &amp; I got one.ðŸŽ¶ https://t.co/1qPLP4pCIm,6,,9.08729E+17
324424,This my last night,6,,8.96223E+17
721714,i feel so blessed,6,,9.00215E+17
841853,I just want a tattoo lol https://t.co/Z5HdsMg2rv,6,,9.01299E+17
703160,"Friends with a Sagittarius ðŸ‘ðŸ½, Feelings for a Sagittarius ðŸ‘ŽðŸ½",6,,9.00094E+17
320583,When Kanye gives a Bad Answer on Family Feud pt 3 https://t.co/AbXT7xazcU,6,,8.96195E+17
1631598,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/urQjsNO95h,6,,9.08071E+17
860338,this was literally my favorite part of the whole movie. his screams are iconic https://t.co/m3H6ntGLF4,6,,9.01505E+17
