,Text,Topic 1,Topic 2,Spanish?,X.M.._twitter_id
170590,yes!!!! ignore me again!!!! ,6,,,8.94713E+17
1770058,@boxing No way Canelo wants this fight again ,4,,,9.09559E+17
147359,who trynna catch all this loyalty https://t.co/cpdBZjXeGb ,6,,,8.94433E+17
553691,@jwupdates #JehovahsWitnesses believe a large # of them go to paradise. Someone please educate me. ,6,,,8.98549E+17
1811685,This place has turned into a Mexican flea market #Fiesta ,6,,,8.86702E+17
282899,Park Run Scene! #runhouston #run2ing #nrc #nikerunning #sketchersgorun #tw #ap #tanaka @ Buffaloâ€¦ https://t.co/zrr7PmO9Lz ,6,,,8.95816E+17
1112903,my papa brought me boudin â¤ï¸ ,6,,,9.03018E+17
889674,He HAD NO LEGS LEFT ,6,,,9.01669E+17
1905562,Guess I'm finna shower &amp; dip out ,6,,,8.90761E+17
1456783,@chvldish_ How so ,6,,,9.06228E+17
267826,The first pass in that clip Rice had Deion dead to rights and Young threw behind him and Deion deflected it ,4,,,8.95693E+17
971790,I'm just amazed at the number of people who are leaving their safe space to help Houstonians in need. USA is great. ,6,,,9.02153E+17
1598001,kristaps finna get peeled lmaooooo https://t.co/OT0lRSF8cH ,6,,,9.07708E+17
767336,Lmao I'm tired of bein slandered for bein smart https://t.co/l8XbGEZhwZ ,6,,,9.00741E+17
161051,Picking someone out the crowd is the antithesis of keeping it low tho https://t.co/ExG7Eac4xu ,6,,,8.9463E+17
823897,"Thanks POTUS we are staying in and well, praying for all. https://t.co/K9yNvsVvnH ",2,,,9.01207E+17
1047559,i think it's finally time to cop a pair of roshe runs ,6,,,9.02587E+17
1663650,@stevenmnuchin1 BITCH Please! You asked for what?I got your honeymoon jet. Down low. https://t.co/Y5CdqtmOd4 ,6,,,9.08416E+17
1884652,Damn https://t.co/yd4ADdZtrg ,6,,,8.89876E+17
839554,;) https://t.co/0Qu9mkgC9G ,6,,,9.01287E+17
1434556,@KeeganGeoffroy yo ive been wanting some ,6,,,9.05977E+17
1039203,@sherwinsTweets @teamseth_4real @houstonpolice @HPOUTX @HoustonTX thank you for all you are doing!! ,6,,,9.02545E+17
908219,I don't know where all the water goes in Shadow Creek but I'm grateful ðŸ™ŒðŸ½ https://t.co/pA3iVhpTSH ,6,,,9.0181E+17
756044,C L I M A X ,6,,,9.00568E+17
1394566,@elissa_chotas I love YOUUU ,6,,,9.05583E+17
1505363,You gone drown for that dick??ðŸ˜‚ ,6,,,9.06729E+17
1276009,https://t.co/mtQQhebEXK ,6,,,9.04475E+17
1837801,#beforeandafter #homestaging We also had the seller switch out the 1980s style plastic handlesâ€¦ https://t.co/NCJVUGetBn ,6,,,8.87818E+17
1695196,I do not wanna be at work I'm hiding in the bathroom ,6,,,9.08735E+17
920712,This wind cold af ,6,,,9.01864E+17
198893,@shaysaintclair Yas!! Girl! Woo!!! ,6,,,8.95001E+17
904704,"#USGS08077600 - Clear Ck nr Friendswood, TXHeight: 22.22ft â–² (12ft)Flow: 21200cfshttps://t.co/LKIMc94ugD ",6,,,9.01769E+17
1908732,Face ðŸ˜‚ðŸ˜‚ https://t.co/ePkoFZ5vs0 ,6,,,8.90954E+17
729520,My gf was tryna surprise w me shit but ended up telling me so I could help her plan it lol guess no surprise party this year ðŸ˜©ðŸ˜‚ðŸ˜‚ ,6,,,9.0036E+17
606593,#LivePDSeason finale https://t.co/LqY7flFiwe ,6,,,8.99076E+17
607513,Jet skid earlier and them jellyfish fucked me up ,6,,,8.99083E+17
1025071,So grateful for all our dining staff on campusðŸ™â¤ï¸ https://t.co/Zs1JIi4xN9 ,6,,,9.02396E+17
1881575,"""Are you kidding me?"" ðŸ˜‚ðŸ˜‚ðŸ˜‚ ",6,,,8.89689E+17
188608,This Sunday crossoverbf is VISION SUNDAY. You definitely want to beâ€¦ https://t.co/8XFvSiBPzB ,6,,,8.94904E+17
982186,https://t.co/JnFc5NpOL3 ,6,,,9.02219E+17
1059845,@HoustonCougar00 Yes. It lives! https://t.co/JD99AKS8bk ,6,,,9.02649E+17
1239968,Why do people think they can just come back into my life like nothing happened ðŸ¤” ,6,,,9.04111E+17
1106792,Are Y'alls Drivers license/ID centers open today in Houston? @TxDPS ,6,,,9.02976E+17
1442465,I'm going to be successful ain't no other option ðŸ™ðŸ¼ ,6,,,9.06026E+17
401133,I make sure all my friends watch @BarclayStockett finals run it's like a friendship requirement ðŸ’ªðŸ¼ðŸ˜‚ðŸ¤·ðŸ¼â€â™€ï¸ðŸ˜ ,6,,,8.97064E+17
819799,@amber_sole @mauro_rosaless Portable chargers ðŸ¤·ðŸ»â€â™€ï¸ so Netflix on my phone it is.. ,6,,,9.01179E+17
1046993,"Happy Bday 9, God bless my nigga @Banco_809 ðŸ’ªðŸ¾ ",6,,,9.02585E+17
1473793,Just posted a photo @ Pearland Properties Jennifer Corl https://t.co/oKwl8r0YGq ,6,,,9.06371E+17
674315,Empowering our teachers to implement @geniushour for ALL students this upcoming year! https://t.co/ANsK6c579U ,6,,,8.99779E+17
1781918,Ranveer did his best in Bajirao Mastani. Maybe. But he can nvr reach up to wat  RK's eyes did in Tamasha. &amp; no 1 can do it better than him. https://t.co/n4YPhpksTv ,6,,,9.0964E+17
115981,https://t.co/tU4EHl9aVv ,6,,,8.94106E+17
116192,https://t.co/LlJKcYn71R ,6,,,8.9411E+17
1879861,LeBron boutta rebirth this manðŸ™ŒðŸ”¥ https://t.co/S0wqRz7aa5 ,4,,,8.89637E+17
414207,"No quiero que sea perfecto, solo que sea verdadero ",6,,1,8.97189E+17
1319325,"Transcript: Sylvester Turner on ""Face the Nation,"" Sept. 3, 2017 https://t.co/SiaBAzzTeb ",6,,,9.04877E+17
271962,@BarryIsFunny @PackManJoel @TheProducerNick the best show on @espn975 ,6,,,8.95727E+17
1220643,ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/iGEJjliLoc ,6,,,9.03921E+17
1114845,Why would you a jewelry store ask me this? https://t.co/ZKlasNm7pO ,6,,,9.03031E+17
1582538,"Dope interview tonight with @gmtradio preciate the love @ Houston, Texas https://t.co/OBHPyAd1li ",6,,,9.07519E+17
78380,#Adulting #NeatoRobotics #BotVac #FritoTheNeato imsorrysjackson @â€¦ https://t.co/rCyFzun13G ,6,,,8.93676E+17
361215,"He is an agent of Putin's and he is the leader of KKK, Alt Rights and David Dukeâ€¼ï¸Sad history for American in 100 years . https://t.co/F16z7TPgej ",2,,,8.96607E+17
1696182,@phamdeann @pizzarodent OMFGGGGG @hahaharachel ,6,,,9.08745E+17
460973,And jaja always wanna play football with his lil red ass ,6,,,8.97625E+17
1149249,Underrated him and that song https://t.co/iztZaF9nE1 ,6,,,9.03335E+17
1077007,Finna go in my room ,6,,,9.02729E+17
28687,my sister @jams_i_cap_em &amp; i up to something ðŸ˜ ,6,,,8.93196E+17
384937,Clean Bandit and Zara Larsson take the stage! #TeenChoice ,6,,,8.96893E+17
241092,@blummer27 @RealToddKalas @JuliaMorales @KevinEsch1 @MikeStanton29 looking @astros lineup with G Springer leading off-put a smile on my face ,6,,,8.9541E+17
111441,@AsToldByStef Best fren ,6,,,8.94055E+17
1507618,"When you get that 2 am""you up?"" Text. https://t.co/UO3IXnO5eq ",6,,,9.06747E+17
872003,omg the ace family... getting married ðŸ˜­ðŸ’žðŸ’ž https://t.co/Be185PuRZa ,6,,,9.01582E+17
1797574,Only a matter of time ðŸ™ðŸ¾ https://t.co/3Jp0K2WxV6 ,6,,,9.09866E+17
49613,Me and my late night drives to Walmart. No se me quita ,6,,,8.93356E+17
113137,BIG BELLY BURGER #Arrow ,6,,,8.9407E+17
355411,â€œHow we built our first full-stack JavaScript web app in three weeksâ€ https://t.co/lo5MXKrQHr ,6,,,8.96562E+17
1399183,and I don't let my walls down but I see us building. ðŸ˜© ,6,,,9.05617E+17
208291,my bestie is so cute ðŸ˜ðŸ˜ðŸ˜ðŸ˜ https://t.co/bjfAQI9QLw ,6,,,8.95077E+17
483173,#TerrenceRomeo!ðŸ˜˜ðŸ’ªðŸ¼ðŸ‘ŠðŸ¼ðŸ‡µðŸ‡­ ,6,,,8.97865E+17
654298,https://t.co/vBzr415Rqp ,6,,,8.99596E+17
1443421,Up like a mf ðŸ˜© ,6,,,9.06035E+17
745289,stupid bitch !!! ,6,,,9.00497E+17
1895262,My issue with CTE is with young men highschool down to little league. Their safety is the most important because they can't make the choice. ,6,,,8.90333E+17
1575213,#lol...I'm #speechless.  This sign posted in #smalltown #texas where a lot of #black #hbcuâ€¦ https://t.co/Cl9YXRji8v ,6,,,9.07439E+17
1351860,âœ‹ï¸ðŸ˜“ Stop being a baby bessfran bye https://t.co/F9SHaWqCks ,6,,,9.05193E+17
551926,Just completed one calendar year at my current job so I can leave w/o a penalty. Already planning my exit. Any advice for the right now? https://t.co/PA5nH7KVji ,6,,,8.98525E+17
908727,@Almagro_OEA2015 @ONU_es @nelsonbocaranda @PoleoRafael @CNNEE Que dicen @nicolasmaduro01 @VPadrinoLopez @Dcabellorr Son o no APÃTRIDAS? https://t.co/oESH6E3CGb ,6,,1,9.01814E+17
803152,I want you all to myselffff ,6,,,9.0105E+17
1585048,routinely waking up no less than 15 minutes before alarms go off is Alyssa and I's new thing. ,6,,,9.07594E+17
1327030,@0Megs happy birthday pretty!! ,6,,,9.04924E+17
445747,"Let's gooooooooooooooo fourth time seeing Cudi, no problemo ðŸ˜ŽðŸ¤˜ðŸ¼ https://t.co/Z1ziwUy7rW ",6,,,8.97509E+17
1121204,"If I hear about something new, I google it... or ask @Tommyspall :) boom #growthmindset #txed https://t.co/ptHBi5CXcd ",6,,,9.03072E+17
21358,Stupid Ass ðŸ¤£ðŸ¤£ðŸ˜‚ https://t.co/azn45k3tGS ,6,,,8.93136E+17
1760431,Been laying in this bed w my girl since she got here ,6,,,9.09483E+17
381051,Cosas que me caen mal es que siempre fijan en 5 minutos y en realidad se tardan como 2 horas #GrowingUpLatina ,6,,1,8.9686E+17
1163751,My feet still hurt and I'm in damn work boots ,6,,,9.03436E+17
347966,https://t.co/NaZUzeQl5M ,6,,,8.96502E+17
711490,@GG_Ballin @___Smitty ðŸ˜·ðŸ˜·ewww you don't miss shit ,6,,,9.00155E+17
1537819,"i talke to 8, 9, 10 girls per day on dating apps #redflag #90dayfiance. at least he is real honest lol ",6,,,9.07055E+17
186972,Imy Chocolate Drop ðŸ«ðŸ’• https://t.co/VBYHYpcjdR ,6,,,8.94853E+17
1129726,FAVEEEE https://t.co/Dykr6J1y7U ,6,,,9.03118E+17
1369374,"@Lil_Dominican69 I swear lmao , no valen verga ðŸ˜‚ðŸ˜‚ ",6,,,9.05298E+17
1664308,amla oil from any indian store costs like $5 and that shit is great. ,6,,,9.08423E+17
8116,If Sonia would ever do this I'm never gonna go out again hehehe https://t.co/V2sV1KNqVX ,6,,,8.92951E+17
369834,@KevOnStage @BCashiola  ðŸ˜‚ðŸ˜‚ ,6,,,8.96771E+17
591313,#Aug25th Meet &amp; Greet PartyClub JumpOff 4617 Downman RdNew Orleansâ€¦ https://t.co/o4w9h5XnJh ,6,,,8.98942E+17
223779,Why do I feel so triggered ,6,,,8.95205E+17
1185859,There is no funk like flood water shoe funk #smelllikenoother #Harvey ,1,,,9.03647E+17
1583493,How Hurricane Harvey Taught the World About Houston  https://t.co/9ehcgi9KQY via @artattackhp ,1,,,9.07569E+17
177379,ðŸ‘‡ðŸ½ https://t.co/7HssqRPl5N ,6,,,8.94756E+17
1080514,@ClarkXVI Keep fighting. ,6,,,9.02745E+17
233453,"""we're all controlled and enslaved by a lack of our self worth"" - kanye west. ",6,,,8.95345E+17
257418,Accident blocks the three left lanes in #GreenwayUpperKirby on US-69 SB after Weslayan #traffic https://t.co/vuUN2yElDh ,6,,,8.95522E+17
1375624,@MikeKawula NICE!!!!! ,6,,,9.0542E+17
466970,Feel like I'll be the only person who's not going to school tomorrow ðŸ’€ ,6,,,8.97661E+17
23809,"@castrojuan44 we HAVE to buy Veratti now, literally they only went after Neymar because we wanted him to begin with ",6,,,8.93156E+17
400128,Glenn Greenwald Tells Truth About DNC: Nancy Pelosi and Chuck Schumer Leading Collapsed Party of Shills | Zero Hedge https://t.co/McEJJK0I2Z ,2,,,8.9702E+17
362030,@LaKeithDion Lol exactly my original tweet ,6,,,8.96615E+17
168437,Unos camarones rn would go hard ,6,,,8.94695E+17
128486,@_____indy @brcc Yeah Business is the best thing You can Learn ,6,,,8.94293E+17
956010,@NotUrMuva @bbysin @Chelseeea___ ðŸ’ðŸ½ https://t.co/By1QP063Ub ,6,,,9.0201E+17
908513,Sooo we just lost power ðŸ”¦ ,6,,,9.01813E+17
1913264,"Why when people cheat, they try naming all the shit they've done for you. Like that gives them a reason to cheat..I don't owe you shit ðŸ—£ ",6,,,8.91109E+17
21880,Sushi allows me to bench press fiats too. Don't forgot that. https://t.co/2Ltea2A5IZ ,6,,,8.9314E+17
547941,@VeronicaGuidry @thechrisbarron @NewYorker @Plantflowes Keep the change #NoBama ,6,,,8.98429E+17
1276576,"Headed to the County to fingerprint...this should be fun! @ Houston, Texas https://t.co/BqNQ1A3GMp ",6,,,9.0448E+17
608957,Touch Down #TexansGameday https://t.co/muGhwpm25F ,4,,,8.99093E+17
79774,âœ¨ðŸ’« https://t.co/IDoq6hhVL9 ,6,,,8.93687E+17
1543034,I do this for my ma &amp; dad. ,6,,,9.07086E+17
1788699,i left my blanket at the office so im finna be snug asf YAHEARDMEH https://t.co/fSuYICxUZc ,6,,,9.09786E+17
787854,Perfect example of me vs @caaaass_ and @estherr_hdz https://t.co/vnU0jiPVmy ,6,,,9.0089E+17
1520015,PUT IT WATSON!!!! ,6,,,9.06937E+17
1158976,Where to Shop: Sale of unique items helps aid Harvey relief efforts https://t.co/vEiie9lTvM ,1,,,9.03406E+17
786743,I was out earlier taking photos for the Houston Press and ran across this father and son jammingâ€¦ https://t.co/Z1SZFp8zeg ,6,,,9.00882E+17
1243356,I am convinced that this idiot is the dumbest president any country has ever had https://t.co/EDv9Ev6Mfs ,6,,,9.04137E+17
534168,wowee i love warcraft ,6,,,8.9833E+17
332055,7. More. Days. ,6,,,8.96361E+17
550622,Kodak mf black ðŸ”¥ðŸ”¥ðŸ”¥ ,6,,,8.98492E+17
377760,Jennifer hudson... that voice. that voice. that voice. https://t.co/rmqVWYGPWO ,6,,,8.96837E+17
1762997,ðŸ’šðŸ–¤ðŸ–¤â€¼ï¸ https://t.co/93EoWi3Ang ,6,,,9.09504E+17
1124559,ðŸ’—ðŸ’— https://t.co/ezVLEqHZpx ,6,,,9.03091E+17
1926877,July Bible Bowl Winners#sundayschoolteachers #bookofromans #5thsundayfellowship @ Greaterâ€¦ https://t.co/ys36YOSgZ8 ,6,,,8.91751E+17
1405836,He hell ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/WwrVeONqKM ,6,,,9.05657E+17
494454,"Life really is a movie. And not like these promoters say to pub their mediocre party, life really is a movie. ",6,,,8.97949E+17
625585,Lol...new friendsðŸ‘ðŸ½ðŸ‘ðŸ½ðŸ‘ðŸ½ https://t.co/ZJm9iePa3W ,6,,,8.99319E+17
1714480,Fuck errbody https://t.co/5F4snRH93s ,6,,,9.08906E+17
429859,"@POTUS @foxnews I wish Bill O'Reilly would get his own TV station and take Hannity, Carlson &amp; Bolling with him ",2,,,8.97302E+17
1249065,"Wow, Justin Bieber was so cute BA (before arrest) ",6,,,9.04176E+17
292795,ðŸŽ¯ https://t.co/LQPBsnaJlO ,6,,,8.95884E+17
1199761,ðŸ˜² https://t.co/6bPWPKvoPv ,6,,,9.0375E+17
272089,At this point I just wanna hire somebody to decorate my whole apartment ... this shit too stressful for me. ,6,,,8.95728E+17
567104,"Hangovers are temporary, drunk stories are forever ðŸ¤— ",6,,,8.98661E+17
1093166,ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/ku9XsBIiwr ,6,,,9.02873E+17
616606,"'roach', 'mulan', 'sneeze' &amp; 'cherried' are now trending in #Houstonhttps://t.co/tHXamXqvCS https://t.co/5kPF4ZqkwI ",6,,,8.99154E+17
1172470,This was funny idk why https://t.co/lUX8g6vaxH ,6,,,9.03479E+17
61390,Money make the world go round https://t.co/DH5IzBItxS ,6,,,8.93535E+17
494267,"ðŸš¨CONCERT ALERTðŸš¨August 31st!! HOUSTON, TEXAS!! L.O.U.D. MUZIK Presents : ""The Playlist""We areâ€¦ https://t.co/AsHvEtTvAB ",6,,,8.97948E+17
966958,Putting my location up now cuz you never know! Where we at got my lil 1 with me and two sister and mom ,6,,,9.02063E+17
898147,"If anyone knows of any rescue groups PLEASE DM ME THEIR NAME, NUMBER, ANY INFO PLEASE. ",6,,,9.01691E+17
693059,Iâ€™m just happy that I have lunch with my boyfriend ,6,,,9.00003E+17
1324291,Omfg yes.... https://t.co/PEns9WbycY ,6,,,9.04908E+17
1027630,protect mamimi a thread https://t.co/NkbtYlZagt ,6,,,9.02408E+17
1388676,Ready for a nap ðŸ˜´ ,6,,,9.05535E+17
1353526,I want the 8 ,6,,,9.05205E+17
1903463,I love being at the beach ðŸ˜«ðŸ–ðŸ’“ ,6,,,8.9069E+17
1050892,This is only half of how high it got yesterday. Hoping it doesnt get much higher in the next fewâ€¦ https://t.co/iVqJo0ThFq ,6,,,9.02603E+17
800468,Is PV far enough out the way of the storm? ,6,,,9.00971E+17
1677036,This is why I like coming out to BWW. Multiple TVs with multiple sports on ðŸ˜Ž ,6,,,9.08513E+17
1641820,@TheBishopsPalace My Favorite House in The World @GalvestonTx https://t.co/8ovSFiRlrc ,6,,,9.08152E+17
1676863,See y'all next week https://t.co/YespjCXgcA ,6,,,9.08512E+17
170576,"ðŸ“ðŸ“ we don't talk anymore, but youre cute :) ",6,,,8.94713E+17
159214,@TheRealCoolee @Fastrunnas Lmaoooo this poor baby..help him ðŸ˜‚ ,6,,,8.94617E+17
816929,@YahBoyCourage Holluuuup King I won't allow this ,6,,,9.0116E+17
462140,I'm not familiar with the poem. I thought people had just decided their pet going to Asgard was cooler than Doggie Heaven. https://t.co/FMuCTMCCz1 ,6,,,8.97633E+17
211613,I want a flossy posse ðŸ˜­ðŸ˜‚ðŸ’€ ,6,,,8.951E+17
197542,@JuliaMorales Nice wet suit. Need a hoodie now.ðŸ‘ðŸ¼ ,6,,,8.94991E+17
432503,Only going HARD ... ,6,,,8.97318E+17
1910742,"New painting:""Lady Of The Tides""Acrylic on 16"" x 18"" On Reclaimed Canvas$275.00 USD https://t.co/P9GYIfdYxu ",6,,,8.91026E+17
1924623,Spotless Mind. #CousinEugenesBirthday ðŸ’™ðŸ»ðŸŽðŸŽ‚ðŸŒƒðŸŽˆðŸ•ºðŸ½ðŸ’£ðŸ‘… @ F Bar Houston https://t.co/5NjacIO3G6 ,6,,,8.91675E+17
833691,Y'all watching this? https://t.co/5udY3FUpOO ,6,,,9.01258E+17
1297430,"wears a blazer with sweatpants to look ""professional."" cries to WWII documentaries in airports. ",6,,,9.04671E+17
697457,The eclipse didnâ€™t doubt in Tennessee https://t.co/JFbzQZlnvw ,6,,,9.00045E+17
178204,@D_R_A_Y3 Wyd Thursday bb ,6,,,8.94762E+17
270902,off days are the best days ðŸ˜‹ ,6,,,8.95717E+17
166298,After graduating from and teaching at @MRHSMavericks i'm happy to #BeTheLegacy and show the rest of KISD what we're about. #ILoveMortonRanch ,6,,,8.94677E+17
1715504,If anyone else got a problem @ me ,6,,,9.08916E+17
468270,Yay #eagles! https://t.co/wcKzZBzf8e ,6,,,8.97669E+17
541132,And I hate when they don't omg making me look bad ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ¤¦ðŸ¾â€â™€ï¸ https://t.co/nQ7Ju3onNF ,6,,,8.9838E+17
66033,@okayjayyjones Lol yes cause you could have paid for your parking pass that you've been complaining about ,6,,,8.93574E+17
638917,@XO_Breezee LMFAOOO you're irreplaceableeeee ðŸŽ¤ðŸ˜© ,6,,,8.99432E+17
1639092,"@jaygeemsg ðŸ’™ Let's Go Rangers ðŸ‘ðŸ‘ðŸ‘We hope so Shatty, we hope soðŸ’™ðŸ‘ðŸŒ¹ðŸ™‹ ",6,,,9.08133E+17
1509592,I look lost af ðŸ’€ https://t.co/oy6N9fJDpz ,6,,,9.06767E+17
592820,ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ https://t.co/ksVsST32OA ,6,,,8.98955E+17
938588,#HurricaneHarvery #HoustonFloods https://t.co/1R4A2zZcBj ,1,,,9.01945E+17
401054.2,Somebody make an albino moose suit! ðŸ˜» https://t.co/ghYlwIzwkw ,6,,,8.97061E+17
1662476,Errbody in here pregnant... except my potna &amp; nem ,6,,,9.08407E+17
1006131,"But I thought they were lazy, rapist, drug traffickers &amp; so muchâ€¦ https://t.co/MH3RwFDTbt ",6,,,9.02323E+17
887586,My backyard is ankle deep ,6,,,9.01663E+17
447767,Mood: https://t.co/n7GHbJ3v5L ,6,,,8.97525E+17
264085,Just got paid time to do some financially irresponsible shit ,6,,,8.95658E+17
1847731,One year #divorcery. And life rolls on. ,6,,,8.88207E+17
1173417,@MichaelLedon10 BEST FRIEND! ðŸ˜ yesss!! I freaking miss you! I need to see your face ...like tomorrow! ,6,,,9.03484E+17
515667,@trillknight87 Lmao ,6,,,8.98175E+17
319259,Never looking back ,6,,,8.96185E+17
541620,ðŸŽ±wytb w/ ur gf ,6,,,8.98383E+17
400652,ðŸ˜” https://t.co/T4tHLxtQZP ,6,,,8.97048E+17
1620981,Community pep rally tonight?ðŸ¤”ðŸ¤” ,6,,,9.07972E+17
642757,So I'm super drunk and in my head i start thinking about the song lovely lady lumps im like did she say the n wordso I looked up the lyrics https://t.co/a7X5qBAA9y ,6,,,8.99455E+17
601097,I can't believe I share a birthday with DJ DOMMY D. Hope u have a amazing birthday:))ðŸ’— @DOMtheB0MB ,6,,,8.99029E+17
876261,#TMTðŸ’° ,6,,,9.01608E+17
116325,Wish I was in somebody Daughter Guts Rn ðŸ˜“ðŸ¤¦ðŸ½â€â™‚ï¸ðŸ† ,6,,,8.94113E+17
1829528,Go Astros! @ Minute Maid Park https://t.co/wFL9WGzKpv ,6,,,8.87466E+17
268093,"Nailbiter was bloodier and creepier than I usually went for, but I loved it. It made me willing to try more horror comics. https://t.co/Qqm2kdgVGg ",6,,,8.95695E+17
1769643,No one gone love me like I love me ,6,,,9.09555E+17
873968,"Happy national dog day , so much love for this dog. https://t.co/lhysSQeVGA ",6,,,9.01595E+17
1003993,"@CatCountry1073 @Jessica__Lynn_  ""Crazy Idea""  https://t.co/3lCl6gUuib   @thebootdotcom The Boot Review   https://t.co/SG5g8yUrdJ https://t.co/7OMIgnundg ",6,,,9.02313E+17
355641,When people assume. ðŸ˜¤ðŸ˜¤ðŸ˜¤ https://t.co/ghRnWxm6fe ,6,,,8.96564E+17
1716217,Viva Mexico everyone ðŸŽ‰ ,6,,,9.08923E+17
1432506,Worked out to just get Taco Bell so I won't get toooo fucked up thanks Sarah LMAO ,6,,,9.05963E+17
1632612,Sorry Not Sorry ðŸŽ¶ðŸŽµðŸŽ¼ Yassssss @ddlovato you giving me life right now! ,6,,,9.08081E+17
1045024,Thought it was flooded &amp; he couldn't let people in ðŸ™ƒðŸ™ƒ https://t.co/Iug021YUso ,6,,,9.02575E+17
1200415,@Dreamville @JIDsv @JColeNC @Bas @AriLennox @lute_west9 @cody_macc @EarthGang https://t.co/I6PpJbOhFx ,6,,,9.03755E+17
1387536,Bitches stay shooting they shot ðŸ™„ ,6,,,9.05525E+17
397999,"Exactly I had all rights to say wtf I wanted to say don't try to ""educate"" me again https://t.co/uuc6MUUYpP ",6,,,8.9698E+17
574049,them niggas do make a good pizza https://t.co/Uc2JTP8vLh ,6,,,8.98717E+17
488275,@TGowdySC Moral equivalency: 1)young man who hit Left Wing Supremacist with his car=2) man who shot Congressman=3)ShepSmith. ,2,,,8.97904E+17
1150880,#inspirationalvitamin #galatians6 @ Condado de Galveston https://t.co/nc55Y6yrhp ,6,,,9.03346E+17
909038,Now this is #HurricaneHarvey newsworthy https://t.co/uBcfypCRsV ,1,,,9.01815E+17
453003,@TheLiveAffect https://t.co/kBB7X77h0h ,6,,,8.97566E+17
787459,I'm ready for it to be Friday so I can go back to the south side ,6,,,9.00887E+17
1198964,"@ChrisCuomo Learn the English spelling of words like ""healing"", or go back and repeat 2nd grade. That's about as intelligent as your broadcasts are. ",6,2,,9.03744E+17
214666,"i just love being high, smh ",6,,,8.95121E+17
1540529,Lmfao https://t.co/N0kzdPI7AD ,6,,,9.07072E+17
334332,"""At least we're trying"" https://t.co/ExDvp79pXg ",6,,,8.96389E+17
1485273,@RADAUSTIN27 @MrRoflWaffles @MrDalekJD Have you guys ever heard quotes about the characters feeling dejavu in ZIS. ,6,,,9.06559E+17
848198,"Tornado Warning including Weston Lakes TX, Wallis TX, Simonton TX until 4:15 AM CDT https://t.co/Op7OUjrpub ",5,,,9.01365E+17
1463451,This man den pulled a Training Day. https://t.co/ECuwx9TIvy ,6,,,9.06289E+17
1210652,i miss my car already ðŸ˜ª ,6,,,9.03821E+17
1029067,"Look man. I don't think you're a bad person, but this was truly your time to shine. https://t.co/El1NIzAt7k ",6,,,9.02415E+17
70991,"The wholesome men of Omega Psi Phi got the moves when school starts! Don't miss it, because it will be a movie! ðŸŽ¥ðŸŽž #DawgHouse4 #BlackOwtAtx https://t.co/7D0pYZivlD ",6,,,8.93618E+17
758738,"""No way man I'm not gay that's disgusting but I'll suck my dogs dick"" looking ass yee yee mf ",6,,,9.00587E+17
1503930,More social? ,6,,,9.06719E+17
469380,"A few brave ones out there, not many but a few https://t.co/uMBoUzZwnn ",6,,,8.97676E+17
20138,ðŸðŸ‘ https://t.co/QuOioee48k ,6,,,8.93124E+17
506146,Stay down cause you coming up fasho ðŸ™ðŸ½ https://t.co/lzeVPpOKib ,6,,,8.9803E+17
317974,@HtownLurker @ben0300 Already are ,6,,,8.96174E+17
1295121,Uhh you confusing bill with Hillary? Must be because Hillary will never be President of anything in this country! Trump is your President ! https://t.co/qOnU0mt6cb ,2,,,9.04599E+17
1125878,Kill em with kindness â¤ï¸ ,6,,,9.03097E+17
856412,We been told y'all Harvey wasn't trying to pull up in Houston. He ain't want that smoke https://t.co/HS8G6PoRcN ,1,,,9.01481E+17
576875,ðŸš¨#VIDEO_SHOOT_READY!ðŸš¨s/o to my manager mkglover3 who always keep me #dope asf with the latestâ€¦ https://t.co/csW4kmX7s2 ,6,,,8.98738E+17
1523330,"Don't forget to wear your red, white &amp; blue tomorrow! #hoco17 ",6,,,9.06951E+17
1287075,fuck. ,6,,,9.04546E+17
548558,They say you gotta fight for the ones you love ðŸ’œ ,6,,,8.98435E+17
250666,â˜ï¸10 ,6,,,8.95474E+17
1544478,"I'm depressed so I'm studying &amp; doing homework. High-functioning anxiety kids, man. ",6,,,9.07097E+17
740333,Lol me rn https://t.co/bKGPECAy3z ,6,,,9.00455E+17
253519,Cordial ðŸ™„ https://t.co/2UAO9DoN56 ,6,,,8.95493E+17
559444,"Throughout our entire interaction while I was at this @ultabeauty store (@kirby and Alabama), the gentleman had the nastiest tone with me ",6,,,8.98598E+17
855985,This doesn't even add up lol https://t.co/WzcDb3XoAf ,6,,,9.01478E+17
34990,In Huntsville ðŸ“ ,6,,,8.93249E+17
376969,Tell me these brownies ain't hit ðŸ˜­ https://t.co/TAClXbHOxf ,6,,,8.9683E+17
454048,Ew I had all this energy earlier now ion feel like finishing the rest of this food ðŸ’†ðŸ½ ,6,,,8.97574E+17
1349881,@Optimus_blu Lmfaooooooo ,6,,,9.05177E+17
